,product_id,category_id
7347,1817,52
7348,1817,32
7349,1817,39
7350,1818,33
7351,1818,14
7352,1818,42
7353,1819,24
7354,1819,7
7355,1819,26
7356,1820,48
7357,1820,50
7358,1820,51
7359,1821,48
7360,1821,51
7361,1821,50
7362,1822,19
7363,1822,21
7364,1822,20
7365,1823,51
7366,1823,17
7367,1823,43
7368,1824,39
7369,1824,26
7370,1824,20
7371,1825,20
7372,1825,4
7373,1825,6
7374,1826,5
7375,1826,52
7376,1826,53
7377,1827,13
7378,1827,45
7379,1827,8
7380,1828,8
7381,1828,35
7382,1828,74
7383,1829,11
7384,1829,32
7385,1829,53
7386,1830,11
7387,1830,49
7388,1830,48
7389,1831,11
7390,1831,49
7391,1831,30
7392,1832,17
7393,1832,19
7394,1832,5
7395,1833,41
7396,1833,26
7397,1833,54
7398,1834,2
7399,1834,23
7400,1834,38
7401,1835,51
7402,1835,9
7403,1835,21
7404,1836,9
7405,1836,3
7406,1836,20
7407,1837,43
7408,1837,51
7409,1837,58
7410,1838,45
7411,1838,39
7412,1838,49
7413,1839,39
7414,1839,8
7415,1839,4
7416,1840,8
7417,1840,35
7418,1840,74
7419,1841,74
7420,1841,9
7421,1841,18
7422,1842,35
7423,1842,9
7424,1842,8
7425,1843,45
7426,1843,35
7427,1843,47
7428,1844,74
7429,1844,9
7430,1844,35
7431,1845,7
7432,1845,11
7433,1845,53
7434,1845,32
7439,1845,51
7440,1846,13
7441,1846,26
7442,1846,14
7443,1847,4
7444,1847,26
7445,1847,11
7446,1848,28
7447,1848,39
7448,1848,69
7449,1849,27
7450,1849,11
7451,1849,74
7452,1850,28
7453,1850,39
7454,1850,69
7455,1851,71
7456,1851,19
7457,1851,37
7458,1852,41
7459,1852,39
7460,1852,42
7461,1853,61
7462,1853,56
7463,1853,38
7464,1854,4
7465,1854,51
7466,1854,1
7467,1855,1
7468,1855,4
7469,1855,30
7470,1856,5
7471,1856,20
7472,1856,11
7473,1857,70
7474,1857,5
7475,1857,45
7476,1858,5
7477,1858,2
7478,1858,49
7479,1859,41
7480,1859,54
7481,1859,33
7482,1860,19
7483,1860,60
7484,1860,5
7487,1860,17
7488,1861,5
7489,1861,69
7490,1861,41
7491,1862,20
7492,1862,4
7493,1862,34
7494,1863,20
7495,1863,19
7496,1863,52
7497,1864,4
7498,1864,40
7499,1864,51
7500,1865,14
7501,1865,15
7502,1865,33
7503,1866,16
7504,1866,66
7505,1866,45
7506,1867,16
7507,1867,66
7508,1867,39
7509,1868,17
7510,1868,5
7511,1868,60
7512,1869,17
7513,1869,25
7514,1869,33
7515,1870,41
7516,1870,5
7517,1870,60
7518,1871,41
7519,1871,14
7520,1871,16
7521,1872,51
7522,1872,17
7523,1872,48
7524,1873,32
7525,1873,39
7526,1873,4
7527,1874,17
7528,1874,19
7529,1874,18
7530,1875,5
7531,1875,45
7532,1875,2
7533,1876,18
7534,1876,5
7535,1876,9
7536,1877,32
7537,1877,9
7538,1877,8
7539,1878,67
7540,1878,11
7541,1878,18
7542,1879,4
7543,1879,68
7544,1879,39
7545,1880,17
7546,1880,19
7547,1880,33
7548,1881,23
7549,1881,31
7550,1881,51
7551,1882,51
7552,1882,50
7553,1882,32
7554,1883,5
7555,1883,17
7556,1883,48
7557,1884,20
7558,1884,38
7559,1884,4
7563,1885,11
7564,1885,5
7565,1885,20
7566,1886,11
7567,1886,59
7568,1886,53
7569,1887,11
7570,1887,59
7571,1887,62
7572,1888,20
7573,1888,5
7574,1888,21
7577,1888,11
7578,1889,51
7579,1889,13
7580,1889,59
7581,1890,31
7582,1890,5
7583,1890,51
7584,1891,46
7585,1891,2
7586,1891,38
7587,1892,32
7588,1892,43
7589,1892,47
7590,1893,31
7591,1893,32
7592,1893,39
7593,1894,39
7594,1894,52
7595,1894,19
7596,1895,5
7597,1895,31
7598,1895,20
7599,1896,32
7600,1896,50
7601,1896,39
7602,1897,62
7603,1897,13
7604,1897,39
7605,1898,39
7606,1898,62
7607,1898,19
7608,1899,31
7609,1899,16
7610,1899,14
7611,1900,32
7612,1900,31
7613,1900,44
7614,1901,32
7615,1901,39
7616,1901,69
7617,1902,31
7618,1902,43
7619,1902,47
7620,1903,23
7621,1903,49
7622,1903,5
7623,1904,32
7624,1904,8
7625,1904,50
7626,1905,26
7627,1905,39
7628,1905,29
7629,1906,5
7630,1906,17
7631,1906,36
7632,1907,5
7633,1907,33
7634,1907,2
7635,1908,6
7636,1908,54
7637,1908,52
7644,1909,6
7645,1909,28
7646,1909,46
7649,1909,30
7650,1910,4
7651,1910,54
7652,1910,23
7653,1911,47
7654,1911,32
7655,1911,2
7656,1912,19
7657,1912,20
7658,1912,21
7659,1913,59
7660,1913,32
7661,1913,26
7662,1914,17
7663,1914,3
7664,1914,32
7665,1915,17
7666,1915,3
7667,1915,32
7668,1916,1
7669,1916,3
7670,1916,62
7671,1917,5
7672,1917,56
7673,1917,26
7674,1918,13
7675,1918,52
7676,1918,38
7677,1919,13
7678,1919,59
7679,1919,43
7680,1920,51
7681,1920,1
7682,1920,8
7683,1921,46
7684,1921,8
7685,1921,32
7686,1922,1
7687,1922,3
7688,1922,49
7692,1923,6
7693,1923,28
7694,1923,30
7695,1924,2
7696,1924,1
7697,1924,36
7698,1925,32
7699,1925,9
7700,1925,2
7701,1926,59
7702,1926,35
7703,1926,8
7704,1927,2
7705,1927,46
7706,1927,47
7707,1928,8
7708,1928,19
7709,1928,62
7710,1929,71
7711,1929,28
7712,1929,19
7713,1930,48
7714,1930,13
7715,1930,58
7716,1931,52
7717,1931,48
7718,1931,54
7719,1932,1
7720,1932,30
7721,1932,59
7722,1933,54
7723,1933,6
7724,1933,66
7725,1934,5
7726,1934,70
7727,1934,41
7728,1935,13
7729,1935,14
7730,1935,52
7731,1936,51
7732,1936,5
7733,1936,31
7734,1937,13
7735,1937,19
7736,1937,59
7737,1938,32
7738,1938,8
7739,1938,39
7740,1939,42
7741,1939,33
7742,1939,54
7743,1940,13
7744,1940,19
7745,1940,59
7746,1941,72
7747,1941,62
7748,1941,10
7749,1942,62
7750,1942,49
7751,1942,69
7752,1943,41
7753,1943,16
7754,1943,10
7755,1944,45
7756,1944,2
7757,1944,7
7758,1945,12
7759,1945,49
7760,1945,8
7764,1946,30
7765,1946,45
7766,1946,1
7767,1947,7
7768,1947,25
7769,1947,16
7770,1948,1
7771,1948,21
7772,1948,3
7773,1948,32
7776,1949,5
7777,1949,17
7778,1949,32
7779,1950,46
7780,1950,2
7781,1950,58
7782,1951,16
7783,1951,51
7784,1951,66
7785,1952,62
7786,1952,36
7787,1952,2
7788,1953,2
7789,1953,62
7790,1953,57
7791,1954,33
7792,1954,14
7793,1954,3
7797,1955,54
7798,1955,60
7799,1955,26
7800,1956,15
7801,1956,30
7802,1956,4
7803,1957,33
7804,1957,14
7805,1957,16
7806,1958,20
7807,1958,14
7808,1958,30
7815,1959,17
7816,1959,33
7817,1959,18
7818,1960,4
7819,1960,42
7820,1960,30
7821,1961,44
7822,1961,62
7823,1961,31
7824,1962,44
7825,1962,62
7826,1962,31
7827,1963,45
7828,1963,8
7829,1963,39
7830,1964,7
7831,1964,4
7832,1964,64
7833,1965,45
7834,1965,34
7835,1965,35
7836,1966,2
7837,1966,49
7838,1966,1
7839,1967,39
7840,1967,5
7841,1967,51
7842,1968,2
7843,1968,62
7844,1968,43
7845,1969,2
7846,1969,62
7847,1969,43
7848,1970,20
7849,1970,52
7850,1970,38
7851,1971,25
7852,1971,43
7853,1971,8
7854,1972,8
7855,1972,27
7856,1972,32
7857,1973,5
7858,1973,32
7859,1973,69
7862,1973,51
7866,1974,69
7867,1974,50
7868,1974,51
7869,1975,39
7870,1975,10
7871,1975,1
7874,1975,36
7878,1976,39
7879,1976,32
7880,1976,60
7881,1977,32
7882,1977,9
7883,1977,8
7893,1978,39
7894,1978,32
7895,1978,4
7901,1978,64
7905,1979,71
7906,1979,63
7907,1979,62
7908,1980,68
7909,1980,18
7910,1980,41
7911,1981,33
7912,1981,5
7913,1981,46
7914,1982,25
7915,1982,7
7916,1982,16
7917,1983,21
7918,1983,1
7919,1983,4
7920,1984,20
7921,1984,14
7922,1984,31
7923,1985,18
7924,1985,49
7925,1985,5
7926,1986,53
7927,1986,52
7928,1986,20
7929,1987,7
7930,1987,2
7931,1987,60
7932,1988,17
7933,1988,18
7934,1988,6
7935,1989,18
7936,1989,41
7937,1989,49
7938,1990,52
7939,1990,19
7940,1990,1
7941,1991,52
7942,1991,4
7943,1991,8
7944,1992,16
7945,1992,18
7946,1992,41
7947,1993,39
7948,1993,45
7949,1993,7
7950,1994,20
7951,1994,54
7952,1994,9
7953,1995,46
7954,1995,2
7955,1995,68
7956,1996,65
7957,1996,8
7958,1996,50
7959,1997,10
7960,1997,57
7961,1997,9
7962,1998,5
7963,1998,11
7964,1998,7
7965,1999,39
7966,1999,7
7967,1999,47
7969,1999,2
7971,2000,28
7972,2000,2
7973,2000,7
7974,2001,47
7975,2001,20
7976,2001,25
7977,2002,28
7978,2002,2
7979,2002,7
7980,2003,38
7981,2003,39
7982,2003,13
7985,2003,58
7986,2004,38
7987,2004,39
7988,2004,51
7989,2005,15
7990,2005,4
7991,2005,14
7992,2006,56
7993,2006,5
7994,2006,26
7997,2006,24
8001,2007,56
8002,2007,26
8003,2007,5
8007,2008,56
8008,2008,4
8009,2008,30
8010,2009,56
8011,2009,5
8012,2009,3
8013,2010,16
8014,2010,66
8015,2010,39
8016,2011,16
8017,2011,66
8018,2011,39
8019,2012,5
8020,2012,20
8021,2012,70
8022,2013,17
8023,2013,18
8024,2013,5
8025,2014,39
8026,2014,32
8027,2014,4
8030,2014,7
8033,2014,16
8034,2015,20
8035,2015,4
8036,2015,5
8043,2016,47
8044,2016,20
8045,2016,25
8046,2017,45
8047,2017,39
8048,2017,2
8052,2018,11
8053,2018,49
8054,2018,53
8058,2019,38
8059,2019,2
8060,2019,58
8061,2020,38
8062,2020,23
8063,2020,51
8064,2021,7
8065,2021,30
8066,2021,45
8067,2022,48
8068,2022,59
8069,2022,58
8070,2023,48
8071,2023,43
8072,2023,58
8073,2024,31
8074,2024,42
8075,2024,70
8076,2025,32
8077,2025,4
8078,2025,9
8079,2026,31
8080,2026,13
8081,2026,32
8082,2027,4
8083,2027,32
8084,2027,52
8085,2028,32
8086,2028,52
8087,2028,8
8088,2029,54
8089,2029,33
8090,2029,41
8091,2030,51
8092,2030,32
8093,2030,43
8094,2031,18
8095,2031,17
8096,2031,20
8097,2032,31
8098,2032,54
8099,2032,6
8100,2033,20
8101,2033,4
8102,2033,52
8103,2034,14
8104,2034,21
8105,2034,19
8106,2035,18
8107,2035,13
8108,2035,14
8109,2036,16
8110,2036,25
8111,2036,48
8112,2037,8
8113,2037,2
8114,2037,62
8115,2038,2
8116,2038,35
8117,2038,46
8120,2038,28
8121,2039,47
8122,2039,8
8123,2039,32
8130,2040,62
8131,2040,1
8132,2040,74
8133,2041,74
8134,2041,2
8135,2041,8
8136,2042,2
8137,2042,27
8138,2042,8
8140,2042,74
8141,2042,1
8142,2043,74
8143,2043,62
8144,2043,67
8147,2043,10
8148,2044,2
8149,2044,49
8150,2044,62
8151,2045,35
8152,2045,8
8153,2045,62
8154,2046,32
8155,2046,8
8156,2046,50
8157,2047,8
8158,2047,51
8159,2047,47
8163,2048,8
8164,2048,2
8165,2048,47
8166,2049,39
8167,2049,32
8168,2049,38
8169,2050,5
8170,2050,45
8171,2050,40
8172,2051,47
8173,2051,59
8174,2051,2
8175,2052,30
8176,2052,2
8177,2052,1
8178,2053,56
8179,2053,36
8180,2053,26
8181,2054,56
8182,2054,26
8183,2054,36
8184,2055,24
8185,2055,7
8186,2055,25
8187,2056,13
8188,2056,14
8189,2056,47
8190,2057,39
8191,2057,57
8192,2057,38
8193,2058,38
8194,2058,59
8195,2058,25
8196,2059,71
8197,2059,28
8198,2059,19
8199,2060,43
8200,2060,2
8201,2060,38
8202,2061,32
8203,2061,39
8204,2061,30
8205,2062,41
8206,2062,54
8207,2062,62
8208,2063,35
8209,2063,36
8210,2063,7
8211,2064,2
8212,2064,62
8213,2064,43
8214,2065,2
8215,2065,62
8216,2065,43
8217,2066,13
8218,2066,16
8219,2066,33
8220,2067,16
8221,2067,45
8222,2067,25
8223,2068,61
8224,2068,39
8225,2068,7
8229,2069,39
8230,2069,7
8231,2069,2
8232,2070,48
8233,2070,2
8234,2070,8
8235,2071,48
8236,2071,8
8237,2071,2
8238,2072,39
8239,2072,2
8240,2072,57
8241,2073,39
8242,2073,38
8243,2073,4
8244,2074,41
8245,2074,39
8246,2074,7
8247,2075,16
8248,2075,25
8249,2075,33
8250,2076,20
8251,2076,19
8252,2076,21
8253,2077,45
8254,2077,5
8255,2077,6
8259,2078,2
8260,2078,11
8261,2078,7
8262,2079,17
8263,2079,32
8264,2079,49
8265,2080,17
8266,2080,33
8267,2080,19
8268,2081,5
8269,2081,70
8270,2081,20
8271,2082,5
8272,2082,17
8273,2082,18
8274,2083,5
8275,2083,20
8276,2083,51
8277,2084,5
8278,2084,20
8279,2084,17
8283,2085,5
8284,2085,11
8285,2085,20
8286,2086,5
8287,2086,70
8288,2086,41
8289,2087,5
8290,2087,17
8291,2087,20
8292,2088,17
8293,2088,5
8294,2088,3
8295,2089,24
8296,2089,7
8297,2089,51
8298,2090,69
8299,2090,51
8300,2090,5
8301,2091,32
8302,2091,31
8303,2091,8
8304,2092,20
8305,2092,18
8306,2092,37
8307,2093,65
8308,2093,66
8309,2093,58
8310,2094,9
8311,2094,3
8312,2094,4
8313,2095,15
8314,2095,40
8315,2095,4
8319,2096,15
8320,2096,40
8321,2096,4
8322,2097,14
8323,2097,13
8324,2097,52
8325,2098,57
8326,2098,39
8327,2098,36
8328,2099,52
8329,2099,4
8330,2099,50
8331,2100,9
8332,2100,3
8333,2100,74
8334,2101,9
8335,2101,74
8336,2101,4
8337,2102,38
8338,2102,37
8339,2102,28
8340,2103,58
8341,2103,4
8342,2103,63
8343,2104,2
8344,2104,8
8345,2104,49
8346,2105,37
8347,2105,28
8348,2105,35
8351,2105,8
8352,2106,49
8353,2106,38
8354,2106,52
8355,2107,54
8356,2107,34
8357,2107,41
8358,2108,50
8359,2108,32
8360,2108,65
8361,2109,50
8362,2109,10
8363,2109,7
8364,2110,5
8365,2110,51
8366,2110,7
8367,2111,17
8368,2111,19
8369,2111,20
8370,2112,49
8371,2112,40
8372,2112,18
8373,2113,74
8374,2113,8
8375,2113,9
8376,2114,49
8377,2114,40
8378,2114,18
8379,2115,49
8380,2115,18
8381,2115,17
8385,2116,49
8386,2116,40
8387,2116,18
8388,2117,17
8389,2117,20
8390,2117,18
8391,2118,49
8392,2118,40
8393,2118,18
8394,2119,16
8395,2119,43
8396,2119,10
8397,2120,49
8398,2120,40
8399,2120,18
8400,2121,2
8401,2121,46
8402,2121,1
8403,2122,49
8404,2122,40
8405,2122,18
8406,2123,23
8407,2123,69
8408,2123,54
8409,2124,32
8410,2124,5
8411,2124,17
8412,2125,49
8413,2125,40
8414,2125,18
8415,2126,32
8416,2126,31
8417,2126,40
8418,2127,49
8419,2127,40
8420,2127,18
8421,2128,17
8422,2128,33
8423,2128,19
8424,2129,49
8425,2129,40
8426,2129,18
8427,2130,4
8428,2130,8
8429,2130,32
8430,2131,49
8431,2131,40
8432,2131,18
8433,2132,23
8434,2132,32
8435,2132,68
8436,2133,49
8437,2133,40
8438,2133,18
8439,2134,5
8440,2134,20
8441,2134,51
8442,2135,17
8443,2135,49
8444,2135,2
8445,2136,49
8446,2136,40
8447,2136,18
8448,2137,5
8449,2137,51
8450,2137,17
8451,2138,5
8452,2138,56
8453,2138,17
8457,2139,49
8458,2139,40
8459,2139,18
8460,2140,17
8461,2140,19
8462,2140,33
8463,2141,49
8464,2141,40
8465,2141,18
8466,2142,29
8467,2142,26
8468,2142,38
8469,2143,5
8470,2143,56
8471,2143,41
8472,2144,49
8473,2144,40
8474,2144,18
8475,2145,32
8476,2145,39
8477,2145,9
8478,2146,49
8479,2146,40
8480,2146,18
8481,2147,5
8482,2147,20
8483,2147,11
8487,2148,17
8488,2148,6
8489,2148,33
8490,2149,49
8491,2149,40
8492,2149,18
8493,2150,5
8494,2150,20
8495,2150,70
8496,2151,5
8497,2151,19
8498,2151,3
8499,2152,49
8500,2152,40
8501,2152,18
8502,2153,27
8503,2153,62
8504,2153,35
8505,2154,49
8506,2154,40
8507,2154,18
8508,2155,13
8509,2155,19
8510,2155,42
8511,2156,49
8512,2156,40
8513,2156,18
8514,2157,5
8515,2157,20
8516,2157,41
8517,2158,49
8518,2158,40
8519,2158,18
8520,2159,5
8521,2159,20
8522,2159,18
8523,2160,5
8524,2160,20
8525,2160,41
8526,2161,41
8527,2161,54
8528,2161,16
8532,2162,49
8533,2162,40
8534,2162,18
8535,2163,39
8536,2163,32
8537,2163,4
8538,2164,49
8539,2164,40
8540,2164,18
8541,2165,17
8542,2165,18
8543,2165,20
8544,2166,49
8545,2166,40
8546,2166,18
8547,2167,2
8548,2167,7
8549,2167,73
8550,2168,28
8551,2168,39
8552,2168,69
8553,2169,15
8554,2169,30
8555,2169,14
8556,2170,28
8557,2170,39
8558,2170,69
8559,2171,17
8560,2171,6
8561,2171,33
8562,2172,49
8563,2172,40
8564,2172,18
8565,2173,20
8566,2173,5
8567,2173,39
8568,2174,49
8569,2174,40
8570,2174,18
8571,2175,17
8572,2175,13
8573,2175,19
8574,2176,17
8575,2176,21
8576,2176,51
8577,2177,5
8578,2177,51
8579,2177,20
8580,2178,5
8581,2178,29
8582,2178,20
8583,2179,5
8584,2179,20
8585,2179,70
8586,2180,51
8587,2180,4
8588,2180,5
8589,2181,12
8590,2181,26
8591,2181,40
8592,2182,9
8593,2182,3
8594,2182,13
8595,2183,32
8596,2183,31
8597,2183,40
8598,2184,4
8599,2184,40
8600,2184,69
8601,2185,4
8602,2185,8
8603,2185,32
8604,2186,4
8605,2186,39
8606,2186,32
8607,2187,4
8608,2187,40
8609,2187,39
8610,2188,4
8611,2188,40
8612,2188,39
8613,2189,4
8614,2189,39
8615,2189,40
8616,2190,4
8617,2190,40
8618,2190,15
8619,2191,4
8620,2191,40
8621,2191,39
8622,2192,32
8623,2192,69
8624,2192,33
8625,2193,58
8626,2193,38
8627,2193,43
8628,2194,39
8629,2194,32
8630,2194,62
8631,2195,27
8632,2195,45
8633,2195,2
8634,2196,40
8635,2196,35
8636,2196,8
8637,2197,32
8638,2197,39
8639,2197,64
8640,2198,46
8641,2198,2
8642,2198,58
8643,2199,24
8644,2199,7
8645,2199,46
8646,2200,62
8647,2200,27
8648,2200,2
8649,2201,14
8650,2201,33
8651,2201,15
8652,2202,31
8653,2202,32
8654,2202,23
8655,2203,53
8656,2203,40
8657,2203,31
8658,2204,9
8659,2204,35
8660,2204,40
8661,2205,5
8662,2205,49
8663,2205,18
8664,2206,1
8665,2206,19
8666,2206,48
8667,2207,5
8668,2207,51
8669,2207,69
8670,2208,5
8671,2208,20
8672,2208,41
8673,2209,17
8674,2209,49
8675,2209,5
8676,2210,5
8677,2210,20
8678,2210,9
8679,2211,17
8680,2211,5
8681,2211,20
8682,2212,17
8683,2212,18
8684,2212,19
8685,2213,17
8686,2213,33
8687,2213,18
8688,2214,5
8689,2214,20
8690,2214,19
8691,2215,17
8692,2215,19
8693,2215,18
8694,2216,17
8695,2216,32
8696,2216,5
8697,2217,17
8698,2217,19
8699,2217,43
8700,2218,5
8701,2218,3
8702,2218,19
8703,2219,17
8704,2219,33
8705,2219,19
8706,2220,7
8707,2220,39
8708,2220,69
8709,2221,5
8710,2221,51
8711,2221,20
8712,2222,61
8713,2222,59
8714,2222,32
8715,2223,32
8716,2223,5
8717,2223,8
8718,2224,17
8719,2224,23
8720,2224,6
8721,2225,16
8722,2225,41
8723,2225,54
8724,2226,32
8725,2226,23
8726,2226,8
8727,2227,56
8728,2227,67
8729,2227,26
8730,2228,2
8731,2228,62
8732,2228,68
8733,2229,43
8734,2229,45
8735,2229,38
8736,2230,56
8737,2230,49
8738,2230,26
8739,2231,44
8740,2231,53
8741,2231,26
8742,2232,16
8743,2232,38
8744,2232,10
8745,2233,12
8746,2233,23
8747,2233,10
8748,2234,9
8749,2234,8
8750,2234,5
8751,2235,2
8752,2235,45
8753,2235,73
8756,2235,39
8760,2236,32
8761,2236,8
8762,2236,9
8763,2237,17
8764,2237,20
8765,2237,33
8766,2238,18
8767,2238,32
8768,2238,14
8769,2239,31
8770,2239,48
8771,2239,47
8772,2240,46
8773,2240,2
8774,2240,33
8775,2241,16
8776,2241,66
8777,2241,25
8778,2242,28
8779,2242,16
8780,2242,69
8781,2243,45
8782,2243,43
8783,2243,46
8784,2244,31
8785,2244,41
8786,2244,18
8787,2245,15
8788,2245,40
8789,2245,4
8790,2246,20
8791,2246,34
8792,2246,19
8793,2247,5
8794,2247,20
8795,2247,52
8796,2248,4
8797,2248,8
8798,2248,40
8799,2249,20
8800,2249,30
8801,2249,4
8802,2250,7
8803,2250,39
8804,2250,69
8805,2251,51
8806,2251,61
8807,2251,4
8808,2252,32
8809,2252,39
8810,2252,31
8811,2253,20
8812,2253,5
8813,2253,19
8814,2254,33
8815,2254,14
8816,2254,42
8817,2255,41
8818,2255,7
8819,2255,26
8822,2255,39
8826,2256,39
8827,2256,11
8828,2256,16
8829,2257,6
8830,2257,52
8831,2257,20
8832,2258,18
8833,2258,44
8834,2258,20
8835,2259,2
8836,2259,46
8837,2259,62
8838,2260,62
8839,2260,13
8840,2260,27
8841,2261,62
8842,2261,27
8843,2261,13
8844,2262,66
8845,2262,32
8846,2262,39
8847,2263,32
8848,2263,39
8849,2263,4
8850,2264,32
8851,2264,39
8852,2264,25
8853,2265,1
8854,2265,4
8855,2265,30
8856,2266,20
8857,2266,19
8858,2266,33
8859,2267,11
8860,2267,5
8861,2267,61
8862,2268,30
8863,2268,1
8864,2268,8
8865,2269,45
8866,2269,18
8867,2269,3
8868,2270,17
8869,2270,52
8870,2270,1
8871,2271,11
8872,2271,30
8873,2271,5
8875,2271,49
8876,2271,53
8880,2272,9
8881,2272,40
8882,2272,8
8888,2272,74
8891,2272,3
8892,2273,13
8893,2273,14
8894,2273,70
8898,2274,5
8899,2274,20
8900,2274,34
8901,2275,20
8902,2275,4
8903,2275,18
8904,2276,54
8905,2276,41
8906,2276,51
8907,2277,28
8908,2277,11
8909,2277,2
8916,2278,11
8917,2278,49
8918,2278,54
8919,2279,6
8920,2279,17
8921,2279,19
8922,2280,32
8923,2280,8
8924,2280,29
8925,2281,17
8926,2281,19
8927,2281,33
8928,2282,39
8929,2282,35
8930,2282,45
8934,2283,24
8935,2283,7
8936,2283,54
8937,2284,20
8938,2284,14
8939,2284,40
8940,2285,20
8941,2285,38
8942,2285,34
8943,2286,14
8944,2286,32
8945,2286,33
8946,2287,2
8947,2287,49
8948,2287,7
8949,2288,4
8950,2288,39
8951,2288,69
8952,2289,17
8953,2289,3
8954,2289,19
8955,2290,51
8956,2290,59
8957,2290,4
8958,2291,15
8959,2291,30
8960,2291,4
8961,2292,56
8962,2292,26
8963,2292,5
8964,2293,5
8965,2293,20
8966,2293,33
8967,2294,51
8968,2294,47
8969,2294,43
8970,2295,4
8971,2295,26
8972,2295,51
8973,2296,16
8974,2296,32
8975,2296,52
8976,2297,2
8977,2297,28
8978,2297,32
8979,2298,1
8980,2298,51
8981,2298,70
8982,2298,66
8984,2298,4
8987,2298,8
8989,2298,38
8994,2299,30
8995,2299,4
8996,2299,20
8997,2300,2
8998,2300,46
8999,2300,49
9000,2301,19
9001,2301,64
9002,2301,21
9003,2302,52
9004,2302,2
9005,2302,42
9006,2303,18
9007,2303,49
9008,2303,23
9009,2304,16
9010,2304,14
9011,2304,52
9012,2305,18
9013,2305,49
9014,2305,23
9015,2306,5
9016,2306,70
9017,2306,20
9021,2307,18
9022,2307,49
9023,2307,23
9024,2308,5
9025,2308,17
9026,2308,56
9027,2309,18
9028,2309,49
9029,2309,23
9030,2310,36
9031,2310,17
9032,2310,19
9033,2311,18
9034,2311,49
9035,2311,23
9036,2312,70
9037,2312,5
9038,2312,69
9039,2313,18
9040,2313,49
9041,2313,23
9042,2314,20
9043,2314,5
9044,2314,11
9048,2315,33
9049,2315,14
9050,2315,16
9051,2316,20
9052,2316,5
9053,2316,18
9054,2317,48
9055,2317,31
9056,2317,68
9057,2318,18
9058,2318,49
9059,2318,23
9060,2319,39
9061,2319,38
9062,2319,26
9063,2320,39
9064,2320,4
9065,2320,32
9066,2321,5
9067,2321,51
9068,2321,70
9069,2322,18
9070,2322,49
9071,2322,23
9072,2323,66
9073,2323,39
9074,2323,34
9077,2323,10
9078,2324,18
9079,2324,49
9080,2324,23
9081,2325,33
9082,2325,14
9083,2325,42
9087,2326,45
9088,2326,51
9089,2326,5
9090,2327,18
9091,2327,49
9092,2327,23
9093,2328,20
9094,2328,19
9095,2328,52
9096,2329,5
9097,2329,20
9098,2329,17
9099,2330,5
9100,2330,20
9101,2330,9
9107,2330,41
9108,2331,18
9109,2331,49
9110,2331,23
9111,2332,5
9112,2332,51
9113,2332,20
9114,2333,18
9115,2333,49
9116,2333,23
9117,2334,9
9118,2334,3
9119,2334,1
9122,2334,21
9123,2335,65
9124,2335,61
9125,2335,50
9129,2336,20
9130,2336,21
9131,2336,19
9132,2337,17
9133,2337,33
9134,2337,18
9135,2338,18
9136,2338,49
9137,2338,23
9138,2339,41
9139,2339,14
9140,2339,54
9143,2339,26
9144,2340,43
9145,2340,39
9146,2340,45
9147,2341,18
9148,2341,49
9149,2341,23
9150,2342,5
9151,2342,7
9152,2342,56
9153,2343,5
9154,2343,52
9155,2343,20
9156,2344,14
9157,2344,13
9158,2344,33
9161,2344,41
9162,2345,15
9163,2345,4
9164,2345,14
9165,2346,31
9166,2346,69
9167,2346,43
9168,2347,18
9169,2347,49
9170,2347,23
9171,2348,5
9172,2348,17
9173,2348,20
9175,2348,14
9177,2349,18
9178,2349,49
9179,2349,23
9180,2350,43
9181,2350,18
9182,2350,58
9183,2351,18
9184,2351,49
9185,2351,23
9186,2352,17
9187,2352,23
9188,2352,4
9189,2353,5
9190,2353,30
9191,2353,51
9192,2354,18
9193,2354,49
9194,2354,23
9195,2355,33
9196,2355,16
9197,2355,3
9198,2356,49
9199,2356,18
9200,2356,30
9201,2357,11
9202,2357,53
9203,2357,8
9204,2358,2
9205,2358,36
9206,2358,35
9207,2359,46
9208,2359,8
9209,2359,35
9210,2360,1
9211,2360,2
9212,2360,62
9213,2361,18
9214,2361,49
9215,2361,41
9216,2362,56
9217,2362,26
9218,2362,41
9222,2363,5
9223,2363,2
9224,2363,11
9225,2364,9
9226,2364,3
9227,2364,1
9228,2365,13
9229,2365,12
9230,2365,39
9231,2366,5
9232,2366,8
9233,2366,70
9234,2367,5
9235,2367,19
9236,2367,3
9239,2367,17
9240,2368,60
9241,2368,54
9242,2368,38
9243,2369,51
9244,2369,5
9245,2369,54
9246,2370,32
9247,2370,14
9248,2370,47
9249,2371,39
9250,2371,2
9251,2371,57
9254,2371,38
9258,2372,4
9259,2372,7
9260,2372,26
9261,2373,2
9262,2373,45
9263,2373,3
9264,2374,28
9265,2374,39
9266,2374,7
9267,2375,5
9268,2375,51
9269,2375,19
9272,2375,9
9273,2376,8
9274,2376,19
9275,2376,10
9276,2377,12
9277,2377,10
9278,2377,13
9279,2378,42
9280,2378,33
9281,2378,3
9291,2379,5
9292,2379,20
9293,2379,17
9294,2380,49
9295,2380,18
9296,2380,23
9297,2381,32
9298,2381,8
9299,2381,28
9302,2381,4
9308,2381,74
9311,2381,50
9321,2382,42
9322,2382,33
9323,2382,26
9324,2383,16
9325,2383,34
9326,2383,66
9327,2384,16
9328,2384,34
9329,2384,66
9330,2385,5
9331,2385,56
9332,2385,17
