quantity,product_id,fs_receipt_id
1.0,720,76
1.0,721,76
1.0,722,76
1.0,723,77
1.0,724,77
1.47,725,77
1.0,726,77
1.0,638,77
1.0,727,77
3.0,640,77
1.0,728,77
0.796,729,77
1.0,730,77
1.0,373,77
1.0,731,77
1.346,732,77
8.0,733,77
1.0,734,77
1.0,735,78
1.0,736,78
1.0,737,78
1.0,738,78
1.0,739,78
1.0,740,78
1.0,741,79
41.04,742,79
2.0,743,79
1.0,744,80
1.0,745,81
2.0,747,81
1.0,749,81
1.0,750,81
1.0,751,81
1.0,752,81
1.0,378,81
0.906,753,81
1.0,754,81
1.132,755,81
1.0,756,81
0.272,757,81
1.0,758,81
2.0,759,81
1.0,760,81
1.0,761,81
1.0,762,81
1.052,763,81
1.0,764,81
2.0,381,81
2.0,765,81
1.0,766,81
1.0,767,81
1.0,768,81
1.23,769,81
1.0,503,81
1.0,770,81
14.0,771,81
1.0,772,82
2.0,773,83
1.0,774,84
3.0,775,84
0.768,776,85
1.0,778,85
1.0,779,85
1.0,780,85
1.0,635,85
1.0,781,85
1.0,363,85
1.0,782,85
2.0,783,85
2.0,640,85
1.0,784,85
1.0,785,85
1.0,638,85
1.0,636,85
1.0,786,85
1.0,787,85
0.868,788,85
2.0,789,85
1.0,648,85
1.0,790,85
1.0,791,85
2.0,792,85
0.09,793,86
1.0,794,86
8.0,795,86
3.0,796,87
2.0,797,87
4.0,798,87
1.0,799,87
3.0,800,87
1.0,801,87
1.0,802,87
3.04,803,88
2.0,804,89
2.0,805,89
1.0,687,90
1.0,806,90
1.0,689,90
1.0,690,90
1.0,691,90
3.0,692,90
1.0,693,90
1.0,807,91
1.0,808,91
1.0,809,91
1.0,810,92
2.0,811,92
1.0,812,92
1.0,813,92
1.0,814,92
1.0,815,93
1.0,816,94
1.0,817,94
1.0,818,94
2.0,820,94
0.902,821,94
1.118,822,94
6.0,823,94
4.0,824,94
0.858,825,94
2.0,826,94
1.0,827,94
1.0,828,94
1.0,829,94
2.0,830,94
1.0,831,94
1.0,832,94
1.0,833,94
1.0,834,94
1.0,835,95
1.0,836,96
1.0,837,96
1.0,838,97
1.0,839,97
1.0,840,98
1.0,841,98
1.0,842,98
1.0,843,98
1.0,844,99
1.0,845,99
1.0,846,99
1.0,847,99
1.0,848,100
4.0,849,100
1.0,850,100
2.0,851,100
2.0,852,100
3.0,853,100
2.0,854,100
2.0,855,100
2.0,856,100
3.0,857,100
1.0,858,101
1.0,859,101
1.0,860,102
1.0,862,102
1.0,863,102
1.0,864,102
1.0,865,102
1.0,866,102
0.758,867,102
1.0,868,102
1.0,869,102
2.0,870,102
1.106,871,102
1.0,638,102
1.0,363,102
1.0,600,102
1.0,872,102
1.0,873,102
2.0,593,102
1.0,874,102
1.0,875,102
2.0,876,102
2.0,648,102
1.0,877,102
1.0,878,102
1.0,373,102
1.0,879,102
1.0,880,102
0.954,881,102
2.0,882,103
1.0,883,103
1.0,884,104
1.0,885,104
1.0,886,104
1.0,887,104
2.0,888,104
3.0,889,104
1.0,890,104
1.0,891,104
1.0,892,104
1.0,893,104
2.0,894,104
2.0,895,104
3.0,896,104
2.0,897,104
1.0,898,104
1.0,899,104
2.0,900,104
1.0,901,105
1.0,902,105
1.0,903,105
8.0,904,106
1.0,905,107
1.0,906,107
2.0,907,107
1.0,908,107
1.0,909,107
2.0,910,107
1.0,911,107
0.66,912,107
3.0,913,107
2.0,914,107
1.0,915,108
1.0,916,108
1.0,917,109
1.0,918,110
3.0,373,110
0.673,919,110
1.0,920,110
1.0,594,110
1.0,874,110
1.0,635,110
3.0,640,110
0.29,921,110
6.0,922,110
5.0,370,110
5.0,923,110
3.0,372,111
4.0,924,111
1.0,925,111
1.0,926,111
1.0,927,111
1.0,928,111
4.0,929,111
0.566,930,111
1.0,600,111
1.0,640,111
2.0,931,111
1.0,635,111
1.0,637,111
1.0,932,111
1.0,634,111
1.0,933,111
1.0,934,111
3.0,935,111
3.0,936,111
0.632,937,112
1.0,938,112
1.082,939,112
1.0,634,112
1.0,940,112
2.0,635,112
1.0,941,112
4.0,373,112
2.0,942,112
2.0,924,112
1.0,943,112
3.0,935,112
2.0,944,112
2.0,372,112
1.0,945,112
1.0,946,113
1.0,947,113
1.0,948,113
2.0,949,113
1.0,950,113
2.0,951,113
2.0,952,113
3.0,953,113
5.0,954,113
3.0,955,113
1.0,956,113
1.0,957,113
1.0,958,113
1.0,959,113
1.0,960,113
2.0,961,114
3.0,962,114
2.0,616,115
1.0,614,115
1.0,615,115
1.0,963,115
1.0,964,115
1.0,965,115
2.0,966,116
1.0,967,117
1.0,968,117
1.0,969,117
1.0,970,117
2.0,971,117
1.0,972,118
1.0,973,118
1.0,974,118
1.0,975,118
1.0,976,119
1.0,977,119
1.0,978,119
1.0,979,120
1.0,980,120
1.0,981,120
1.0,982,120
1.0,983,120
2.0,984,120
0.744,985,121
6.0,987,121
6.0,988,121
2.0,600,121
1.0,373,121
1.0,989,121
1.0,634,121
3.0,590,121
1.0,605,121
1.0,603,121
1.0,990,121
1.0,789,121
1.0,991,121
0.7,992,121
1.0,993,122
1.0,994,122
1.0,995,122
1.0,996,122
1.0,997,122
1.0,998,123
1.0,999,123
1.0,1000,123
10.0,1001,124
1.0,1003,124
1.0,1004,124
2.0,1005,124
1.0,931,124
1.0,600,124
1.0,1006,124
1.0,1007,124
1.0,1008,124
1.0,1009,124
1.0,1010,124
0.748,1011,124
1.0,1012,124
1.0,938,124
1.0,1013,124
1.0,369,124
0.702,1014,124
1.0,1015,124
0.596,1016,124
1.0,1017,124
1.0,373,124
2.0,945,124
2.0,935,124
2.0,1018,124
1.0,847,125
1.0,844,125
2.0,1019,125
1.0,1020,125
1.0,1021,125
2.0,1022,125
1.0,1023,126
1.0,1024,126
2.0,1025,126
1.0,1026,126
1.0,1027,126
3.0,1028,127
1.0,1029,128
1.0,1030,128
1.0,1031,128
1.0,1032,128
1.0,1033,129
1.0,1034,129
1.0,815,129
8.0,904,130
1.0,1035,131
1.0,1036,131
1.0,1037,131
1.0,1038,131
1.0,1039,131
1.0,1040,131
1.0,1041,132
2.0,783,132
0.588,1042,132
0.579,1043,132
1.0,1044,132
1.0,1045,132
2.0,870,132
0.63,1046,132
1.812,1047,132
1.494,1048,132
0.336,1049,132
0.796,1050,132
1.0,1051,132
8.0,1052,132
1.0,1053,132
1.0,1054,132
1.212,1055,132
1.0,1056,133
2.0,1058,133
3.0,1060,133
1.0,1062,133
2.0,1064,133
1.0,724,133
2.0,931,133
1.0,1066,133
2.0,1068,133
2.0,1069,133
1.0,1071,133
1.0,640,133
1.0,600,133
1.0,1072,133
2.0,1073,133
1.0,1074,133
1.0,918,133
1.0,1076,133
1.0,601,133
2.0,1077,133
8.0,370,133
1.0,1078,133
1.092,1080,133
0.538,1081,133
1.0,602,133
1.0,1083,133
1.0,989,133
1.0,604,133
1.0,990,133
1.0,596,133
2.0,1085,133
1.0,1086,133
1.0,567,134
1.0,1088,134
1.0,1089,134
2.0,1090,134
2.0,1091,134
1.0,768,134
1.0,572,134
1.0,1092,134
1.0,1093,134
1.0,712,134
1.0,1094,134
1.0,504,134
1.0,713,134
1.0,1095,134
0.558,1096,134
0.5,1097,134
0.566,1098,134
1.0,1099,134
1.0,1100,134
2.0,378,134
1.0,510,134
1.0,1101,134
1.0,1102,134
1.0,1103,134
1.0,1104,134
0.888,1105,134
0.854,1106,134
2.0,1107,134
1.0,1108,134
1.0,1109,134
1.0,1110,134
1.0,1111,135
3.0,1112,135
1.0,1113,135
1.0,1114,135
1.0,1115,135
1.0,1116,135
1.0,1117,135
1.0,1118,135
1.0,1119,135
1.0,1120,135
1.0,1121,135
2.0,1122,135
1.0,1124,135
1.0,1126,135
2.0,1128,135
2.0,1129,135
2.0,1131,135
0.654,1132,135
0.806,1133,135
0.705,1135,135
0.674,1137,135
1.0,1138,135
1.0,1139,135
1.0,1140,135
1.0,1141,135
2.0,1142,135
20.0,1143,135
2.0,1144,135
1.0,1145,135
1.0,1147,135
1.0,1148,135
1.0,1149,135
6.0,1150,135
6.0,1152,135
6.0,1153,135
1.0,1154,135
1.0,1156,135
1.762,1157,136
1.0,1159,136
1.0,1160,136
1.0,749,136
1.0,1161,136
1.0,1162,136
1.0,1163,136
1.396,1164,136
1.0,574,136
1.0,766,136
1.0,572,136
1.0,768,136
2.0,385,136
1.0,378,136
2.0,503,136
1.0,377,136
2.0,1165,136
8.0,771,136
1.0,1166,136
1.0,392,136
1.0,1167,136
8.0,1168,136
10.0,370,137
1.0,1169,137
1.0,605,137
1.0,603,137
1.0,1170,137
1.0,638,137
2.0,1171,137
1.0,1066,137
2.0,1172,137
2.0,783,137
1.0,1062,137
1.0,1173,137
1.0,925,137
1.0,1174,137
2.766,1175,137
1.0,635,137
0.702,1176,137
2.0,1177,137
1.0,1178,137
3.0,1179,137
1.0,1180,138
1.0,749,138
1.0,1181,138
2.0,1182,138
1.0,574,138
1.0,389,138
1.0,573,138
2.0,712,138
1.0,1183,138
1.0,1184,138
1.0,1185,138
1.0,571,138
1.0,1186,138
1.0,393,138
1.0,1187,138
1.0,764,138
1.0,394,138
1.0,1188,138
1.0,768,138
2.0,1189,138
1.0,1190,138
1.0,1191,138
1.0,1192,138
1.0,1110,138
1.0,1193,138
1.0,1194,138
1.0,1195,138
2.0,378,138
1.0,1196,138
2.0,1197,138
0.24,1198,138
1.0,385,138
0.713,1199,138
0.619,1200,138
1.0,1201,138
1.0,1202,138
1.0,1203,138
1.0,1204,138
1.0,1205,138
0.906,1206,138
0.08,1207,138
1.578,1208,138
1.0,1209,138
1.0,1210,139
1.0,1211,139
1.0,1212,139
1.0,1213,139
2.0,1214,140
5.0,1215,140
1.0,1216,141
1.0,1217,141
4.0,1218,141
1.0,1219,142
1.0,1221,142
1.0,1222,142
1.0,1223,142
2.0,1224,142
1.0,1225,142
1.0,1226,142
1.0,1227,142
3.0,1228,142
1.0,1229,142
1.0,1230,142
2.0,1231,142
1.0,1232,142
1.0,1233,142
1.0,1234,142
3.0,1235,142
1.0,1236,142
1.0,1237,142
1.0,1238,142
1.0,1239,142
1.0,1240,142
1.0,1241,142
1.0,1242,142
0.776,1243,142
2.0,1244,142
2.0,1245,142
40.0,1246,142
1.0,1247,143
2.0,1248,143
0.592,1249,144
2.0,1250,144
1.0,1251,144
1.0,1252,145
1.0,1253,145
1.0,1254,145
1.0,1255,145
1.0,1256,145
1.0,1257,146
1.0,1258,146
1.0,1259,146
1.0,1260,147
1.0,1261,147
1.0,1262,148
1.0,1263,149
2.0,1264,150
1.0,1265,150
1.0,1266,150
4.0,1267,150
2.0,1268,150
2.258,1269,151
1.0,1271,151
1.0,783,151
10.0,733,151
0.772,1272,151
1.0,1273,151
1.0,373,151
1.208,1274,151
2.0,1275,151
0.236,1276,151
1.0,1277,151
6.0,610,151
4.0,1278,151
1.0,1279,152
2.0,1280,152
1.0,1281,153
2.0,1282,153
1.0,1283,153
2.0,1284,153
4.576,1285,154
1.0,1287,154
1.0,1271,154
2.0,1288,154
1.0,1289,154
2.0,639,154
1.0,1290,154
2.0,640,154
1.0,1291,154
2.0,602,154
1.182,1292,154
1.0,1293,154
1.0,1294,154
1.0,635,154
1.0,1295,154
1.0,1296,154
2.0,1297,154
1.0,628,154
1.18,1298,154
8.0,1052,154
2.0,1299,154
1.0,373,154
0.502,1300,155
0.525,1302,155
1.0,1304,155
3.0,1305,155
1.0,1306,155
2.0,1307,155
1.0,1309,155
2.0,1310,155
1.0,1311,155
2.0,1312,155
1.0,1313,155
4.25,1314,155
1.0,1315,155
1.128,1316,155
1.0,1317,155
1.0,1318,155
1.0,1319,155
1.288,1320,155
1.0,1321,155
2.0,1322,155
4.0,1323,155
1.0,1324,155
3.0,1325,155
2.0,1326,155
3.0,1327,155
2.0,1328,155
2.0,1329,155
1.0,1330,155
2.0,1331,155
1.0,1332,155
1.0,1333,155
1.0,1334,155
1.0,1335,155
1.0,1336,155
2.0,1337,155
1.0,1338,155
2.0,1339,155
1.0,1340,155
0.648,1342,155
1.0,1344,156
1.0,1345,157
1.0,1346,157
1.0,1347,157
1.0,1348,157
1.0,1349,158
1.0,1350,158
1.0,1351,158
1.0,1352,158
1.0,1353,158
1.0,1354,158
1.0,1355,159
1.0,1356,159
1.0,1357,159
1.0,1358,159
1.0,1359,160
1.0,1360,160
1.0,1361,160
1.0,1362,161
1.0,1363,161
1.0,1364,162
2.0,1365,162
1.0,1366,162
1.0,1367,163
1.0,1368,163
1.0,1369,163
1.0,1370,163
1.0,1371,163
1.0,1372,163
1.0,1373,163
7.0,1374,163
4.0,1375,163
2.0,1376,163
1.0,1377,163
2.0,1378,163
2.0,1379,163
1.0,1380,163
5.0,1381,163
10.0,1382,163
3.0,1383,163
1.0,1384,163
4.0,1385,163
1.076,1386,163
4.0,1387,163
2.0,1388,163
2.0,1389,163
2.0,1390,163
2.0,1391,163
2.0,1392,163
1.0,847,164
1.0,1393,164
1.0,1355,164
1.0,844,164
1.0,1394,164
1.0,657,165
1.0,658,165
1.0,625,165
1.0,1395,165
1.0,1396,165
1.0,653,165
1.0,1397,166
1.0,1397,167
0.282,1398,168
8.0,795,168
2.0,794,168
1.148,1399,169
1.38,1400,169
1.0,1401,169
2.0,783,169
1.0,594,169
1.0,1402,169
0.107,1403,169
2.0,1404,169
0.77,1405,169
1.0,1406,169
1.0,1407,169
1.0,1408,169
1.0,1409,169
1.0,1410,169
1.0,363,169
2.0,639,169
8.0,1052,169
2.0,373,169
2.0,942,169
3.0,1411,170
6.0,1412,170
2.0,1413,171
2.0,1414,171
1.0,1415,171
0.89,1416,172
0.246,1417,172
1.0,1418,173
1.0,1419,173
1.0,1420,173
1.0,1421,174
1.0,1422,174
1.0,1423,174
2.0,931,175
